/usr/bin/java -Xmx64G -XX:MaxDirectMemorySize=64G -classpath /root/YCSB/conf:/root/YCSB/core/target/core-0.18.0-SNAPSHOT.jar:/root/YCSB/rocksdb/target/rocksdb-binding-0.18.0-SNAPSHOT.jar:/root/YCSB/rocksdb/target/dependency/HdrHistogram-2.1.4.jar:/root/YCSB/rocksdb/target/dependency/animal-sniffer-annotations-1.19.jar:/root/YCSB/rocksdb/target/dependency/annotations-4.1.1.4.jar:/root/YCSB/rocksdb/target/dependency/checker-compat-qual-2.5.5.jar:/root/YCSB/rocksdb/target/dependency/error_prone_annotations-2.4.0.jar:/root/YCSB/rocksdb/target/dependency/failureaccess-1.0.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-api-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-context-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-core-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-netty-shaded-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-protobuf-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-protobuf-lite-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/grpc-stub-1.37.1.jar:/root/YCSB/rocksdb/target/dependency/gson-2.8.6.jar:/root/YCSB/rocksdb/target/dependency/guava-30.0-android.jar:/root/YCSB/rocksdb/target/dependency/htrace-core4-4.1.0-incubating.jar:/root/YCSB/rocksdb/target/dependency/j2objc-annotations-1.3.jar:/root/YCSB/rocksdb/target/dependency/jcip-annotations-1.0.jar:/root/YCSB/rocksdb/target/dependency/jsr305-3.0.2.jar:/root/YCSB/rocksdb/target/dependency/listenablefuture-9999.0-empty-to-avoid-conflict-with-guava.jar:/root/YCSB/rocksdb/target/dependency/perfmark-api-0.23.0.jar:/root/YCSB/rocksdb/target/dependency/proto-google-common-protos-2.0.1.jar:/root/YCSB/rocksdb/target/dependency/protobuf-java-3.12.0.jar:/root/YCSB/rocksdb/target/dependency/rocksdbjni-6.14.0.jar:/root/YCSB/rocksdb/target/dependency/slf4j-api-1.7.25.jar:/root/YCSB/rocksdb/target/dependency/slf4j-simple-1.7.25.jar site.ycsb.Client -load -db site.ycsb.db.rocksdb.RocksDBClient -s -P workloads/workloada -p rocksdb.dir=null -p replicator=localhost:50040 -p shard=2 -p status.interval=1000 -p target=120000 -threads 4
Command line: -load -db site.ycsb.db.rocksdb.RocksDBClient -s -P workloads/workloada -p rocksdb.dir=null -p replicator=localhost:50040 -p shard=2 -p status.interval=1000 -p target=120000 -threads 4
threadcount: 4
YCSB Client 0.18.0-SNAPSHOT

Loading workload...
Starting test.
[Thread-5] INFO site.ycsb.db.rocksdb.RocksDBClient - RocksDB data dir: null
2025-05-01 05:10:18:408 0 sec: 0 operations; est completion in 0 second 
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
2025-05-01 05:10:19:385 1 sec: 48000 operations; 48000 current ops/sec; est completion in 8 minutes [INSERT: Count=48000, Max=459519, Min=251520, Avg=360328, 90=456959, 99=459519, 99.9=459519, 99.99=459519] 
2025-05-01 05:19:20:301 181 sec: 12322000 operations; 70000 current ops/sec; est completion in 2 minutes [READ: Count=39000, Max=879615, Min=144384, Avg=358610.05, 90=835071, 99=879615, 99.9=879615, 99.99=879615] [UPDATE: Count=31000, Max=58458111, Min=50298880, Avg=52436727.74, 90=58327039, 99=58458111, 99.9=58458111, 99.99=58458111] 
2025-05-01 05:19:21:301 182 sec: 12401000 operations; 79000 current ops/sec; est completion in 2 minutes [READ: Count=43000, Max=830463, Min=140160, Avg=299698.6, 90=769023, 99=830463, 99.9=830463, 99.99=830463] [UPDATE: Count=36000, Max=58687487, Min=50331648, Avg=52522552.89, 90=58523647, 99=58687487, 99.9=58687487, 99.99=58687487] 
2025-05-01 05:19:22:301 183 sec: 12477000 operations; 76000 current ops/sec; est completion in 2 minutes [READ: Count=42000, Max=755711, Min=138752, Avg=282364.95, 90=658431, 99=755711, 99.9=755711, 99.99=755711] [UPDATE: Count=34000, Max=58916863, Min=50397184, Avg=52684197.65, 90=58720255, 99=58916863, 99.9=58916863, 99.99=58916863] 
2025-05-01 05:19:23:301 184 sec: 12547000 operations; 70000 current ops/sec; est completion in 2 minutes [READ: Count=40000, Max=740351, Min=147328, Avg=271814.4, 90=621567, 99=740351, 99.9=740351, 99.99=740351] [UPDATE: Count=30000, Max=59244543, Min=50429952, Avg=52746649.6, 90=55377919, 99=59244543, 99.9=59244543, 99.99=59244543] 
2025-05-01 05:19:24:301 185 sec: 12621000 operations; 74000 current ops/sec; est completion in 2 minutes [READ: Count=42000, Max=652287, Min=145920, Avg=241228.19, 90=552959, 99=652287, 99.9=652287, 99.99=652287] [UPDATE: Count=32000, Max=59441151, Min=50561024, Avg=53286912, 90=59277311, 99=59441151, 99.9=59441151, 99.99=59441151] 
2025-05-01 05:19:25:301 186 sec: 12688000 operations; 67000 current ops/sec; est completion in 2 minutes [READ: Count=39000, Max=488959, Min=157824, Avg=211672.62, 90=412927, 99=488959, 99.9=488959, 99.99=488959] [UPDATE: Count=28000, Max=59670527, Min=50823168, Avg=53860059.43, 90=59539455, 99=59670527, 99.9=59670527, 99.99=59670527] 
2025-05-01 05:19:26:301 187 sec: 12760000 operations; 72000 current ops/sec; est completion in 2 minutes [READ: Count=42000, Max=419583, Min=156160, Avg=217600, 90=322303, 99=419583, 99.9=419583, 99.99=419583] [UPDATE: Count=30000, Max=59932671, Min=51118080, Avg=53930666.67, 90=59768831, 99=59932671, 99.9=59932671, 99.99=59932671] 
2025-05-01 05:19:27:301 188 sec: 12832000 operations; 72000 current ops/sec; est completion in 2 minutes [READ: Count=40000, Max=255871, Min=152320, Avg=172483.2, 90=180223, 99=255871, 99.9=255871, 99.99=255871] [UPDATE: Count=32000, Max=60063743, Min=51281920, Avg=54054912, 90=59965439, 99=60063743, 99.9=60063743, 99.99=60063743] 
2025-05-01 05:19:28:301 189 sec: 12902000 operations; 70000 current ops/sec; est completion in 2 minutes [READ: Count=38000, Max=295935, Min=155648, Avg=176513.68, 90=192895, 99=295935, 99.9=295935, 99.99=295935] [UPDATE: Count=32000, Max=60260351, Min=51511296, Avg=54382592, 90=60096511, 99=60260351, 99.9=60260351, 99.99=60260351] 
2025-05-01 05:19:29:301 190 sec: 12974000 operations; 72000 current ops/sec; est completion in 2 minutes [READ: Count=41000, Max=273663, Min=157184, Avg=188445.66, 90=239487, 99=273663, 99.9=273663, 99.99=273663] [UPDATE: Count=31000, Max=60456959, Min=51806208, Avg=54572989.94, 90=60293119, 99=60456959, 99.9=60456959, 99.99=60456959] 
2025-05-01 05:19:30:301 191 sec: 13045000 operations; 71000 current ops/sec; est completion in 2 minutes [READ: Count=40000, Max=184447, Min=153088, Avg=167712, 90=175231, 99=184447, 99.9=184447, 99.99=184447] [UPDATE: Count=31000, Max=60620799, Min=52002816, Avg=54789681.55, 90=60489727, 99=60620799, 99.9=60620799, 99.99=60620799] 
2025-05-01 05:19:31:301 192 sec: 13113000 operations; 68000 current ops/sec; est completion in 2 minutes [READ: Count=38000, Max=279807, Min=152576, Avg=179402.11, 90=216959, 99=279807, 99.9=279807, 99.99=279807] [UPDATE: Count=30000, Max=60882943, Min=52264960, Avg=54972689.07, 90=60686335, 99=60882943, 99.9=60882943, 99.99=60882943] 
2025-05-01 05:19:32:301 193 sec: 13185000 operations; 72000 current ops/sec; est completion in 2 minutes [READ: Count=42000, Max=309503, Min=142208, Avg=182122.67, 90=226431, 99=309503, 99.9=309503, 99.99=309503] [UPDATE: Count=30000, Max=61079551, Min=52527104, Avg=55380104.53, 90=60948479, 99=61079551, 99.9=61079551, 99.99=61079551] 
2025-05-01 05:19:33:301 194 sec: 13257000 operations; 72000 current ops/sec; est completion in 2 minutes [READ: Count=40000, Max=181375, Min=154752, Avg=168051.2, 90=175103, 99=181375, 99.9=181375, 99.99=181375] [UPDATE: Count=32000, Max=61210623, Min=52985856, Avg=55411712, 90=61112319, 99=61210623, 99.9=61210623, 99.99=61210623] 
2025-05-01 05:19:34:301 195 sec: 13329000 operations; 72000 current ops/sec; est completion in 2 minutes [READ: Count=39000, Max=299263, Min=153216, Avg=195342.77, 90=277503, 99=299263, 99.9=299263, 99.99=299263] [UPDATE: Count=33000, Max=61505535, Min=53149696, Avg=55541263.52, 90=61243391, 99=61505535, 99.9=61505535, 99.99=61505535] 
2025-05-01 05:19:35:301 196 sec: 13398000 operations; 69000 current ops/sec; est completion in 2 minutes [READ: Count=41000, Max=267775, Min=156288, Avg=191278.83, 90=208255, 99=267775, 99.9=267775, 99.99=267775] [UPDATE: Count=28000, Max=61800447, Min=53411840, Avg=55558144, 90=61603839, 99=61800447, 99.9=61800447, 99.99=61800447] 
2025-05-01 05:19:36:301 197 sec: 13469000 operations; 71000 current ops/sec; est completion in 2 minutes [READ: Count=40000, Max=196735, Min=153600, Avg=172076.8, 90=181247, 99=196735, 99.9=196735, 99.99=196735] [UPDATE: Count=31000, Max=62062591, Min=53608448, Avg=55987299.1, 90=61898751, 99=62062591, 99.9=62062591, 99.99=62062591] 
2025-05-01 05:19:37:301 198 sec: 13536000 operations; 67000 current ops/sec; est completion in 2 minutes [READ: Count=39000, Max=313343, Min=146688, Avg=201019.08, 90=286463, 99=313343, 99.9=313343, 99.99=313343] [UPDATE: Count=28000, Max=62095359, Min=53739520, Avg=56280210.29, 90=62095359, 99=62095359, 99.9=62095359, 99.99=62095359] 
2025-05-01 05:19:38:301 199 sec: 13603000 operations; 67000 current ops/sec; est completion in 2 minutes [READ: Count=41000, Max=253823, Min=128320, Avg=162217.37, 90=201215, 99=253823, 99.9=253823, 99.99=253823] [UPDATE: Count=26000, Max=62062591, Min=54001664, Avg=56606720, 90=61997055, 99=62062591, 99.9=62062591, 99.99=62062591] 
2025-05-01 05:19:39:301 200 sec: 13676000 operations; 73000 current ops/sec; est completion in 2 minutes [READ: Count=40000, Max=185087, Min=160384, Avg=171632, 90=180607, 99=185087, 99.9=185087, 99.99=185087] [UPDATE: Count=33000, Max=61997055, Min=54132736, Avg=56849997.58, 90=61865983, 99=61997055, 99.9=61997055, 99.99=61997055] 
2025-05-01 05:19:40:301 201 sec: 13745000 operations; 69000 current ops/sec; est completion in 2 minutes [READ: Count=39000, Max=318719, Min=164608, Avg=208564.51, 90=292863, 99=318719, 99.9=318719, 99.99=318719] [UPDATE: Count=30000, Max=62259199, Min=54296576, Avg=57219481.6, 90=62029823, 99=62259199, 99.9=62259199, 99.99=62259199] 
2025-05-01 05:19:41:301 202 sec: 13820000 operations; 75000 current ops/sec; est completion in 2 minutes [READ: Count=42000, Max=280319, Min=150144, Avg=179442.29, 90=209663, 99=280319, 99.9=280319, 99.99=280319] [UPDATE: Count=33000, Max=62455807, Min=54558720, Avg=57287897.21, 90=62291967, 99=62455807, 99.9=62455807, 99.99=62455807] 
2025-05-01 05:19:42:301 203 sec: 13891000 operations; 71000 current ops/sec; est completion in 2 minutes [READ: Count=39000, Max=189311, Min=156416, Avg=169362.05, 90=183423, 99=189311, 99.9=189311, 99.99=189311] [UPDATE: Count=32000, Max=62652415, Min=54755328, Avg=57539584, 90=62488575, 99=62652415, 99.9=62652415, 99.99=62652415] 
2025-05-01 05:19:43:301 204 sec: 13964000 operations; 73000 current ops/sec; est completion in 2 minutes [READ: Count=41000, Max=267775, Min=151424, Avg=191851.71, 90=237183, 99=267775, 99.9=267775, 99.99=267775] [UPDATE: Count=32000, Max=62980095, Min=54853632, Avg=57773056, 90=62685183, 99=62980095, 99.9=62980095, 99.99=62980095] 
2025-05-01 05:19:44:301 205 sec: 14037000 operations; 73000 current ops/sec; est completion in 2 minutes [READ: Count=40000, Max=182527, Min=149760, Avg=166515.2, 90=176639, 99=182527, 99.9=182527, 99.99=182527] [UPDATE: Count=33000, Max=63176703, Min=55017472, Avg=57859847.76, 90=63012863, 99=63176703, 99.9=63176703, 99.99=63176703] 
2025-05-01 05:19:45:301 206 sec: 14106000 operations; 69000 current ops/sec; est completion in 2 minutes [READ: Count=38000, Max=306175, Min=156288, Avg=186339.37, 90=259071, 99=306175, 99.9=306175, 99.99=306175] [UPDATE: Count=31000, Max=63307775, Min=55181312, Avg=57953379.1, 90=61079551, 99=63307775, 99.9=63307775, 99.99=63307775] 
2025-05-01 05:19:46:301 207 sec: 14178000 operations; 72000 current ops/sec; est completion in 2 minutes [READ: Count=41000, Max=321791, Min=154752, Avg=216243.51, 90=295167, 99=321791, 99.9=321791, 99.99=321791] [UPDATE: Count=31000, Max=63668223, Min=55410688, Avg=58440670.97, 90=63504383, 99=63668223, 99.9=63668223, 99.99=63668223] 
2025-05-01 05:19:47:301 208 sec: 14250000 operations; 72000 current ops/sec; est completion in 2 minutes [READ: Count=40000, Max=339199, Min=161280, Avg=203180.8, 90=259967, 99=339199, 99.9=339199, 99.99=339199] [UPDATE: Count=32000, Max=63930367, Min=55672832, Avg=58631168, 90=63733759, 99=63930367, 99.9=63930367, 99.99=63930367] 
2025-05-01 05:19:48:301 209 sec: 14317000 operations; 67000 current ops/sec; est completion in 2 minutes [READ: Count=40000, Max=328959, Min=160256, Avg=199337.6, 90=249343, 99=328959, 99.9=328959, 99.99=328959] [UPDATE: Count=27000, Max=64225279, Min=55934976, Avg=59026697.48, 90=64028671, 99=64225279, 99.9=64225279, 99.99=64225279] 
2025-05-01 05:19:49:301 210 sec: 14389000 operations; 72000 current ops/sec; est completion in 2 minutes [READ: Count=41000, Max=298751, Min=156928, Avg=189315.12, 90=239487, 99=298751, 99.9=298751, 99.99=298751] [UPDATE: Count=31000, Max=64421887, Min=56197120, Avg=59180593.55, 90=64290815, 99=64421887, 99.9=64421887, 99.99=64421887] 
2025-05-01 05:19:50:301 211 sec: 14462000 operations; 73000 current ops/sec; est completion in 1 minute [READ: Count=41000, Max=201599, Min=159616, Avg=175018.15, 90=186111, 99=201599, 99.9=201599, 99.99=201599] [UPDATE: Count=32000, Max=64618495, Min=56426496, Avg=59323392, 90=64487423, 99=64618495, 99.9=64618495, 99.99=64618495] 
2025-05-01 05:19:51:301 212 sec: 14528000 operations; 66000 current ops/sec; est completion in 1 minute [READ: Count=37000, Max=292095, Min=152320, Avg=192795.68, 90=257279, 99=292095, 99.9=292095, 99.99=292095] [UPDATE: Count=29000, Max=64913407, Min=56655872, Avg=59412338.76, 90=64684031, 99=64913407, 99.9=64913407, 99.99=64913407] 
2025-05-01 05:19:52:301 213 sec: 14603000 operations; 75000 current ops/sec; est completion in 1 minute [READ: Count=41000, Max=248831, Min=155520, Avg=175680, 90=207487, 99=248831, 99.9=248831, 99.99=248831] [UPDATE: Count=34000, Max=65110015, Min=56950784, Avg=60001099.29, 90=64978943, 99=65110015, 99.9=65110015, 99.99=65110015] 
2025-05-01 05:19:53:301 214 sec: 14676000 operations; 73000 current ops/sec; est completion in 1 minute [READ: Count=41000, Max=181503, Min=144512, Avg=165302.63, 90=173311, 99=181503, 99.9=181503, 99.99=181503] [UPDATE: Count=32000, Max=65208319, Min=57147392, Avg=59991040, 90=65142783, 99=65208319, 99.9=65208319, 99.99=65208319] 
2025-05-01 05:19:54:301 215 sec: 14743000 operations; 67000 current ops/sec; est completion in 1 minute [READ: Count=38000, Max=289023, Min=149632, Avg=184530.53, 90=239871, 99=289023, 99.9=289023, 99.99=289023] [UPDATE: Count=29000, Max=65503231, Min=57475072, Avg=60371650.21, 90=65404927, 99=65503231, 99.9=65503231, 99.99=65503231] 
2025-05-01 05:19:55:301 216 sec: 14810000 operations; 67000 current ops/sec; est completion in 1 minute [READ: Count=38000, Max=297983, Min=161280, Avg=202354.53, 90=263423, 99=297983, 99.9=297983, 99.99=297983] [UPDATE: Count=29000, Max=65798143, Min=57638912, Avg=60228148.97, 90=65634303, 99=65798143, 99.9=65798143, 99.99=65798143] 
2025-05-01 05:19:56:301 217 sec: 14878000 operations; 68000 current ops/sec; est completion in 1 minute [READ: Count=40000, Max=510463, Min=149504, Avg=248761.6, 90=411903, 99=510463, 99.9=510463, 99.99=510463] [UPDATE: Count=28000, Max=66125823, Min=57835520, Avg=60662930.29, 90=65929215, 99=66125823, 99.9=66125823, 99.99=66125823] 
2025-05-01 05:19:57:301 218 sec: 14942000 operations; 64000 current ops/sec; est completion in 1 minute [READ: Count=38000, Max=593407, Min=148864, Avg=269022.32, 90=470015, 99=593407, 99.9=593407, 99.99=593407] [UPDATE: Count=26000, Max=66453503, Min=58097664, Avg=60867820.31, 90=66256895, 99=66453503, 99.9=66453503, 99.99=66453503] 
2025-05-01 05:19:58:301 219 sec: 15013000 operations; 71000 current ops/sec; est completion in 1 minute [READ: Count=42000, Max=594943, Min=157696, Avg=278940.95, 90=571903, 99=594943, 99.9=594943, 99.99=594943] [UPDATE: Count=29000, Max=66650111, Min=58228736, Avg=60694810.48, 90=66519039, 99=66650111, 99.9=66650111, 99.99=66650111] 
2025-05-01 05:19:59:301 220 sec: 15077000 operations; 64000 current ops/sec; est completion in 1 minute [READ: Count=36000, Max=615935, Min=159488, Avg=280296.89, 90=573951, 99=615935, 99.9=615935, 99.99=615935] [UPDATE: Count=28000, Max=67108863, Min=58359808, Avg=60822089.14, 90=66912255, 99=67108863, 99.9=67108863, 99.99=67108863] 
2025-05-01 05:20:00:301 221 sec: 15146000 operations; 69000 current ops/sec; est completion in 1 minute [READ: Count=43000, Max=598015, Min=160640, Avg=295129.3, 90=547327, 99=598015, 99.9=598015, 99.99=598015] [UPDATE: Count=26000, Max=67239935, Min=58621952, Avg=60909410.46, 90=63930367, 99=67239935, 99.9=67239935, 99.99=67239935] 
2025-05-01 05:20:01:301 222 sec: 15214000 operations; 68000 current ops/sec; est completion in 1 minute [READ: Count=39000, Max=660479, Min=160768, Avg=312000, 90=583167, 99=660479, 99.9=660479, 99.99=660479] [UPDATE: Count=29000, Max=67829759, Min=58753024, Avg=61545648.55, 90=67764223, 99=67829759, 99.9=67829759, 99.99=67829759] 
2025-05-01 05:20:02:301 223 sec: 15276000 operations; 62000 current ops/sec; est completion in 1 minute [READ: Count=39000, Max=653823, Min=163328, Avg=338763.49, 90=594943, 99=653823, 99.9=653823, 99.99=653823] [UPDATE: Count=23000, Max=68091903, Min=58916864, Avg=62044783.3, 90=67960831, 99=68091903, 99.9=68091903, 99.99=68091903] 
2025-05-01 05:20:03:301 224 sec: 15344000 operations; 68000 current ops/sec; est completion in 1 minute [READ: Count=41000, Max=637439, Min=157568, Avg=323644.88, 90=579071, 99=637439, 99.9=637439, 99.99=637439] [UPDATE: Count=27000, Max=68288511, Min=59244544, Avg=62020721.78, 90=68222975, 99=68288511, 99.9=68288511, 99.99=68288511] 
2025-05-01 05:20:04:301 225 sec: 15404000 operations; 60000 current ops/sec; est completion in 1 minute [READ: Count=34000, Max=731135, Min=160768, Avg=398889.41, 90=657919, 99=731135, 99.9=731135, 99.99=731135] [UPDATE: Count=26000, Max=68485119, Min=59441152, Avg=62397833.85, 90=68419583, 99=68485119, 99.9=68485119, 99.99=68485119] 
2025-05-01 05:20:05:301 226 sec: 15472000 operations; 68000 current ops/sec; est completion in 1 minute [READ: Count=44000, Max=776703, Min=179072, Avg=395592.73, 90=730111, 99=776703, 99.9=776703, 99.99=776703] [UPDATE: Count=24000, Max=68681727, Min=59736064, Avg=62442154.67, 90=68616191, 99=68681727, 99.9=68681727, 99.99=68681727] 
2025-05-01 05:20:06:301 227 sec: 15540000 operations; 68000 current ops/sec; est completion in 1 minute [READ: Count=43000, Max=738303, Min=152832, Avg=316677.95, 90=672767, 99=738303, 99.9=738303, 99.99=738303] [UPDATE: Count=25000, Max=68747263, Min=59932672, Avg=62475468.8, 90=68747263, 99=68747263, 99.9=68747263, 99.99=68747263] 
2025-05-01 05:20:07:301 228 sec: 15595000 operations; 55000 current ops/sec; est completion in 1 minute [READ: Count=39000, Max=659455, Min=158848, Avg=291034.26, 90=596479, 99=659455, 99.9=659455, 99.99=659455] [UPDATE: Count=16000, Max=68747263, Min=60096512, Avg=62574592, 90=68747263, 99=68747263, 99.9=68747263, 99.99=68747263] 
2025-05-01 05:20:08:301 229 sec: 15652000 operations; 57000 current ops/sec; est completion in 1 minute [READ: Count=40000, Max=587263, Min=160512, Avg=313318.4, 90=483071, 99=587263, 99.9=587263, 99.99=587263] [UPDATE: Count=17000, Max=68747263, Min=60489728, Avg=63669187.76, 90=68747263, 99=68747263, 99.9=68747263, 99.99=68747263] 
2025-05-01 05:20:09:301 230 sec: 15717000 operations; 65000 current ops/sec; est completion in 1 minute [READ: Count=39000, Max=563711, Min=144256, Avg=326687.18, 90=500991, 99=563711, 99.9=563711, 99.99=563711] [UPDATE: Count=26000, Max=75759615, Min=60948480, Avg=65135852.31, 90=69140479, 99=75759615, 99.9=75759615, 99.99=75759615] 
2025-05-01 05:20:10:301 231 sec: 15779000 operations; 62000 current ops/sec; est completion in 1 minute [READ: Count=36000, Max=695295, Min=203392, Avg=393806.22, 90=585727, 99=695295, 99.9=695295, 99.99=695295] [UPDATE: Count=26000, Max=76218367, Min=61210624, Avg=66530382.77, 90=75956223, 99=76218367, 99.9=76218367, 99.99=76218367] 
2025-05-01 05:20:11:301 232 sec: 15844000 operations; 65000 current ops/sec; est completion in 1 minute [READ: Count=39000, Max=778239, Min=243584, Avg=448562.87, 90=718335, 99=778239, 99.9=778239, 99.99=778239] [UPDATE: Count=26000, Max=76546047, Min=61636608, Avg=66396160, 90=76283903, 99=76546047, 99.9=76546047, 99.99=76546047] 
2025-05-01 05:20:12:301 233 sec: 15905000 operations; 61000 current ops/sec; est completion in 1 minute [READ: Count=36000, Max=858111, Min=260608, Avg=513964.44, 90=830463, 99=858111, 99.9=858111, 99.99=858111] [UPDATE: Count=25000, Max=76808191, Min=62128128, Avg=66867691.52, 90=76611583, 99=76808191, 99.9=76808191, 99.99=76808191] 
2025-05-01 05:20:13:301 234 sec: 15967000 operations; 62000 current ops/sec; est completion in 1 minute [READ: Count=39000, Max=836095, Min=252032, Avg=523613.54, 90=801279, 99=836095, 99.9=836095, 99.99=836095] [UPDATE: Count=23000, Max=77070335, Min=62521344, Avg=67320431.3, 90=76873727, 99=77070335, 99.9=77070335, 99.99=77070335] 
2025-05-01 05:20:14:301 235 sec: 16034000 operations; 67000 current ops/sec; est completion in 1 minute [READ: Count=39000, Max=843263, Min=285696, Avg=568884.51, 90=818687, 99=843263, 99.9=843263, 99.99=843263] [UPDATE: Count=28000, Max=77594623, Min=63012864, Avg=67915776, 90=77398015, 99=77594623, 99.9=77594623, 99.99=77594623] 
2025-05-01 05:20:15:301 236 sec: 16094000 operations; 60000 current ops/sec; est completion in 1 minute [READ: Count=36000, Max=984575, Min=225408, Avg=614819.56, 90=944127, 99=984575, 99.9=984575, 99.99=984575] [UPDATE: Count=24000, Max=77856767, Min=63438848, Avg=68240042.67, 90=77660159, 99=77856767, 99.9=77856767, 99.99=77856767] 
2025-05-01 05:20:16:301 237 sec: 16157000 operations; 63000 current ops/sec; est completion in 1 minute [READ: Count=37000, Max=1228799, Min=170368, Avg=683080.65, 90=1161215, 99=1228799, 99.9=1228799, 99.99=1228799] [UPDATE: Count=26000, Max=78118911, Min=63864832, Avg=67958311.38, 90=77922303, 99=78118911, 99.9=78118911, 99.99=78118911] 
2025-05-01 05:20:17:301 238 sec: 16225000 operations; 68000 current ops/sec; est completion in 1 minute [READ: Count=40000, Max=1304575, Min=172416, Avg=707272, 90=1209343, 99=1304575, 99.9=1304575, 99.99=1304575] [UPDATE: Count=28000, Max=78577663, Min=64126976, Avg=69211867.43, 90=78446591, 99=78577663, 99.9=78577663, 99.99=78577663] 
2025-05-01 05:20:18:301 239 sec: 16293000 operations; 68000 current ops/sec; est completion in 1 minute [READ: Count=41000, Max=1443839, Min=167040, Avg=714469.46, 90=1300479, 99=1443839, 99.9=1443839, 99.99=1443839] [UPDATE: Count=27000, Max=78774271, Min=64421888, Avg=69658093.04, 90=78708735, 99=78774271, 99.9=78774271, 99.99=78774271] 
2025-05-01 05:20:19:301 240 sec: 16356000 operations; 63000 current ops/sec; est completion in 1 minute [READ: Count=38000, Max=1509375, Min=165760, Avg=744800, 90=1430527, 99=1509375, 99.9=1509375, 99.99=1509375] [UPDATE: Count=25000, Max=79036415, Min=65044480, Avg=69282037.76, 90=78839807, 99=79036415, 99.9=79036415, 99.99=79036415] 
2025-05-01 05:20:20:301 241 sec: 16424000 operations; 68000 current ops/sec; est completion in 1 minute [READ: Count=39000, Max=1580031, Min=169216, Avg=755565.95, 90=1507327, 99=1580031, 99.9=1580031, 99.99=1580031] [UPDATE: Count=29000, Max=79298559, Min=65306624, Avg=69981713.66, 90=79167487, 99=79298559, 99.9=79298559, 99.99=79298559] 
2025-05-01 05:20:21:301 242 sec: 16487000 operations; 63000 current ops/sec; est completion in 1 minute [READ: Count=37000, Max=1731583, Min=188416, Avg=807024.43, 90=1591295, 99=1731583, 99.9=1731583, 99.99=1731583] [UPDATE: Count=26000, Max=79626239, Min=65699840, Avg=70374321.23, 90=79495167, 99=79626239, 99.9=79626239, 99.99=79626239] 
2025-05-01 05:20:22:301 243 sec: 16552000 operations; 65000 current ops/sec; est completion in 1 minute [READ: Count=38000, Max=1886207, Min=177024, Avg=907523.37, 90=1752063, 99=1886207, 99.9=1886207, 99.99=1886207] [UPDATE: Count=27860, Max=79953919, Min=66191360, Avg=70083942, 90=79691775, 99=79953919, 99.9=79953919, 99.99=79953919] 
2025-05-01 05:20:23:301 244 sec: 16622000 operations; 70000 current ops/sec; est completion in 1 minute [READ: Count=41000, Max=2087935, Min=162816, Avg=889281.56, 90=1961983, 99=2087935, 99.9=2087935, 99.99=2087935] [UPDATE: Count=28140, Max=80216063, Min=66420736, Avg=70889911.58, 90=80084991, 99=80216063, 99.9=80216063, 99.99=80216063] 
2025-05-01 05:20:24:301 245 sec: 16686000 operations; 64000 current ops/sec; est completion in 1 minute [READ: Count=37000, Max=2185215, Min=165632, Avg=889247.14, 90=2123775, 99=2185215, 99.9=2185215, 99.99=2185215] [UPDATE: Count=27000, Max=80478207, Min=66813952, Avg=71505237.33, 90=80347135, 99=80478207, 99.9=80478207, 99.99=80478207] 
